kos-	kos-
Small	Small
las	las
ouditeur	ouditeur
bepaal	bepaalde
voël	voël
maand	maande
konvensie	Konvensie
regeringsdienste-webtuiste	Regeringsdienste-webtuiste
feitelik	feitelik
loodsprojek	loodsprojek
slypskool	slypskool
militêr	militêre
goedkeuring	goedkeuring
akademies	akademies
gehalte	gehalte
venster	venster
proef	proewe
reserwegrens	reserwegrense
aansoekgids	aansoekgids
handelsgebied	handelsgebied
slagoffershandves	Slagoffershandves
kontakmisdaad	kontakmisdaad
regsliggaam	regsliggaam
ontwikkeling	Ontwikkeling
lid	lid
onnatuurlik	onnatuurlik
omgewing	omgewing
vinnig	vinnige
presidensieel	Presidensiële
vervoer	vervoer
wannneer	Wannneer
dra	dra
ontsaglik	ontsaglik
bemagtigde	bemagtigde
mikro-krediet	mikro-krediet
siekte	siekte
betroubaar	betroubaar
toekenning	toekennings
reservis	Reservis
dokter	dokter
MPCC	MPCCs
infrastruktuurprojek	infrastruktuurprojekte
BTW	BTW
oogmerk	geoogmerkte
wend	wend
weer	weer
klastoets	klastoets
vertolker	vertolker
diereproduk	diereproduk
verantwoordelik	verantwoordelike
bekend	bekende
gedurende	gedurende
skoolassesseringspan	skoolassesseringspan
hond	hond
verslagkaart	verslagkaarte
tweetalige	tweetaliges
so	só
bevoegdheid	bevoegdheid
elkeen	elkeen
finansies	finansies
bewillig	bewillig
uiteraard	Uiteraard
gemiddeld	Gemiddelde
veiligheid	veiligheid
seniorbestuur	seniorbestuur
insluit	insluitende
assesseringsaktiwiteit	assesseringsaktiwiteit
verdeling	verdelings
erts	erts
deels	deels
geld	Gelde
troeteldierkos	troeteldierkos
vasbeslote	vasbeslote
houding	houding
klein-	klein-
dier	diere
produktief	produktiewe
GCP-vereiste	GCP-vereiste
reik	reik
hetsy	hetsy
kaf	kaf
so	so
oog	oë
leerfase	leerfase
sistemies	Sistemiese
vars	vars
voorskot	voorskot
meesteropleier	meesteropleier
apostil-	apostil-
belyning	belyning
vorige	vorige
ingryp	ingryp
prestasieooreenkomsstelsel	prestasieooreenkomsstelsel
statuut	statuut
vraagstuk	vraagstuk
vanselfsprekend	vanselfsprekend
oorreed	oorreed
merkwaardig	merkwaardig
aanmeld	aanmeld
vrou	Vroue
per	per
bymekaarhou	bymekaarhou
insident	insident
kultuur	kulture
vaartuiglisensie	vaartuiglisensie
respekteer	respekteer
verwesenlik	verwesenlik
inwerkingstelling	inwerkingstelling
bietjie	bietjie
bankkoste	bankkoste
hooggeregshof	Hooggeregshof
dan	dan
trofee	trofeë
gelang	gelang
bepaling	bepalings
ontwikkelingsbehoefte	ontwikkelingsbehoefte
benadeel	benadeel
holisties	holisties
bou	gebou
bystand	bystand
volledig	volledig
gebruik	Gebruik
doodseker	doodseker
invul	ingevul
http://www.mcm-deat.gov.za	http://www.mcm-deat.gov.za
sosio-ekonomies	sosio-ekonomies
besoldiging	Besoldiging
hoofletter	hoofletters
erg	erg
kusbestuurskantoor	Kusbestuurskantoor
rekreasievisvangs	rekreasievisvangs
hawe	hawe
ontwikkelingsprogram	ontwikkelingsprogramme
behoorlik	behoorlik
breedweg	breedweg
plek	plekke
betroubaar	betroubare
mededingendheid	mededingendheid
IRP	IRP
ookal	ookal
aanstuur	aangestuur
kwartaal	kwartaal
flora	Flora
Amerikaans	Amerikaans
ontwikkelaar	ontwikkelaars
gemeenskapsentrum	Gemeenskapsentra
regeringsinligting-webtuiste	regeringsinligting-webtuiste
noem	genoemde
aankoop	aankoop
volksrepubliek	Volksrepubliek
vorm	vorms
Ivoorkus	Ivoorkus
visvang	visvang
magistraat	magistrate
onderneming	onderneming
BHP	BHP
gemeenskaps-	gemeenskaps-
voordeel	voordele
Jan	Jan
taalleer	Taalleer
V-klag	V-klagte
bewussyn	bewussyn
FIFA	FIFA
laag	laag
Suid-Afrikaner	Suid-Afrikaners
regeringsinstansie	regeringsinstansie
plaaslik	plaaslik
kwarantynstasie	kwarantynstasie
hand	hand
mere-gebied	Mere-gebied
VMS-operasie	VMS-operasie
aandui	aangedui
uiteindelik	uiteindelik
edelsteen	edelsteen
verenig	verenigde
26	26
aanspoor	aanspoor
assesseringstandaard	assesseringstandaard
regeringsgebou	regeringsgebou
stigtingsdokument	stigtingsdokument
CM5	CM5
twyfel	twyfel
regshulpraad	Regshulpraad
gasheer	gasheer
ofskoon	Ofskoon
oorlog	oorlog
bedrywigheid	bedrywigheid
noem	noem
lê	lê
belastingbetaling	belastingbetalings
2-misstof	2-misstowwe
EES	EES
spesiaal	spesiaal
alhoewel	alhoewel
teister	teister
konsepgrondwet	Konsepgrondwet
wees	gewees
sokkerspeler	sokkerspeler
CM31	CM31
agentskap	Agentskap
beleid	beleide
plaasdier	plaasdiere
dring	dring
kapitaal	kapitaal
let	Let
kombineer	kombineer
Affairs	Affairs
inwoner	inwoners
waaronder	waaronder
u	u
trek	getrek
enigeen	enigeen
taal	Taal
regeringsmag	regeringsmag
verkieslik	verkieslik
beplan	beplande
omvat	omvat
hervat	hervat
pleeg	gepleeg
plesier	plesier
sukses	sukses
provinsie	provinsies
mondeling	mondelinge
hofbeampte	hofbeampte
handelsmerk	Handelsmerke
sekerheid	sekerheid
multilateraal	multilaterale
respek	respek
toetree	toetree
Ababa	Ababa
voort	voort
sentrum	sentrum
50	50
mensdom	mensdom
(e)	(e)
billik	billik
noodtaakspan	noodtaakspanne
paneelondersoek	paneelondersoek
belastingbetaler	belastingbetalers
evalueringstydperk	evalueringstydperk
iemand	iemand
waarvoor	waarvoor
saadtoetsvereniging	saadtoetsvereniging
fiskaal	fiskale
streekshoof	Streekshoof
benewens	Benewens
2004	2004
diepliggend	diepliggende
veterinêr	veterinêre
misdaadtendens	misdaadtendense
land	lande
laag	laer
waarmerk	waarmerk
u	U
ná	ná
leerderprofiel	leerderprofiel
ingryping	ingrypings
gewoontereg	gewoontereg
maatskappynaam	maatskappynaam
huurtermyn	huurtermyn
oorspronklik	oorspronklike
beroepsmoontlikheid	beroepsmoontlikheid
toelaat	toegelaat
ontwikkelingsuitkoms	ontwikkelingsuitkoms
invoerprotokol	invoerprotokolle
eksekuteursbrief	eksekuteursbrief
lees	Lees
uitwissing	uitwissing
tema	temas
plant	plante
samespreking	samespreking
kitskosgroep	kitskosgroep
dieselfde	dieselfde
leerder	leerder
leerstruikelblok	leerstruikelblok
enkelbedragbetaling	enkelbedragbetaling
goed	beter
waag	waag
kontrakteer	kontrakteer
Alberto	Alberto
opbou	Opbouende
regeringshoof	regeringshoof
handelsmerkkantoor	Handelsmerkkantoor
verbinding	verbinding
nie-regeringsorganisasie	nie-regeringsorganisasie
hiervolgens	Hiervolgens
kantoor	kantore
Securities	Securities
opteken	opgeteken
gewas	gewas
kwessie	kwessie
behou	behou
watter	Watter
oorbly	oorblywende
bestee	bestee
bedryf	bedryf
landbou	Landbou
bloedverwantskap	bloedverwantskap
hou	gehou
hoëronderwysinstelling	hoëronderwysinstelling
inklusief	inklusiewe
voorbereiding	voorbereiding
verloor	verloor
visvaartuig	visvaartuig
dreig	dreigende
hoofargitek	hoofargitekte
Standard	Standard
gou	gou
regoor	regoor
eed	Eed
geboorte-	geboorte-
-strategie	-strategie
hoedanigheid	hoedanigheid
ingevolge	ingevolge
seewatervis	seewatervis
dekade	dekades
gelid	geledere
vennootskap	vennootskap
kommentaar	kommentaar
alleeneienaar	alleeneienaar
doeane-unie	Doeane-unie
regeer	regerende
vryskeld	vryskeld
uitsetting	uitsetting
onverwyld	onverwyld
intelligensiewerk	intelligensiewerk
om	om
asem	asem
dompel	gedompel
BPO-sektor	BPO-sektor
veilig	veilige
elk	Elk
held	held
minstens	minstens
gevangenskap	gevangenskap
interaksie	interaksies
waardasieverslag	Waardasieverslag
afvra	afvra
uitkomsgebaseerd	uitkomsgebaseerde
herskryf	herskryf
wen	wen
takkantoor	takkantoor
mededingingsowerheid	mededingingsowerhede
Kondlo	Kondlo
magtig	gemagtig
rekordhouding	rekordhouding
niemand	niemand
energiebesparingsmaatreël	energiebesparingsmaatreëls
vind	Vind
daaroor	daaroor
konsepwet	konsepwet
huid	huide
bekendstelling	bekendstelling
selfsugtig	selfsugtig
hofure	hofure
Setswana	Setswana
vermoor	vermoor
herstel	herstel
kantoorgebruik	kantoorgebruik
koördineer	koördineer
kragbesparingsprogram	Kragbesparingsprogram
streeksinstelling	streeksinstelling
mineraleveredeling	mineraleveredeling
medisyne	Medisyne
huweliksmaat	huweliksmaats
persoonlik	persoonlike
vrou	vrou
manier	maniere
samel	samel
vereniging	verenigings
waarom	waarom
Pretoria	Pretoria
set	set
hoog	hoër
respondent	respondent
voorskryf	voorskryf
definieer	definieer
woede	woede
bevoeg	Bevoeg
hofbeampte	hofbeamptes
voel	voel
volwassenheid	volwassenheid
opleiding	opleiding
Adelaide	Adelaide
probeer	probeer
inligtingversameling	inligtingversameling
ryk	ryk
toegang	toegang
proef	proef
selfoonmaatskappy	selfoonmaatskappy
nougeset	nougesette
wydte	wydte
oorgroot	oorgroot
en	En
wêreldkongres	Wêreldkongres
geheel	geheel
pos	pos
sensitief	sensitief
kleinsake-onderneming	kleinsake-ondernemings
rangskik	rangskik
boekhouer	boekhouers
onblusbaar	onblusbaar
Europees	Europees
herroep	herroep
webtuiste	webtuiste
rat	rat
doelwit	doelwitte
Sahara	Sahara
welkom	welkome
aanbieding	aanbieding
waardestelsel	waardestelsels
seksisties	seksisties
administreer	administreer
nader	Nader
bosbou	bosbou
massa-inlywing	massa-inlywing
vooruitsig	vooruitsig
13	13
teenwoordigheid	teenwoordigheid
sentraal	sentraal
wykskomitee	wykskomitees
prysenswaardig	prysenswaardig
&	&
identifiseer	Identifiseer
lei	lei
element	elemente
MIV	MIV
kontakbesonderhede	kontakbesonderhede
gelyktydig	gelyktydig
afhanklike	afhanklike
generasie	generasie
gemeenskapsverband	gemeenskapsverband
1996	1996
beweging	Beweging
belangstelling	belangstelling
onredelik	onredelik
verwys	verwys
tweeduisend	tweeduisend
komitee	komitee
regeringsdepartement	Regeringsdepartemente
ding	dinge
jongmens	jongmens
huishouding	huishouding
toerus	toegerus
handelsmerkregistrasiesertifikaat	handelsmerkregistrasiesertifikaat
visverwant	visverwant
voorlopig	voorlopig
meisie	meisie
Tsonga	Tsonga
statistiek	Statistiek
verslagboek	verslagboek
sakeman	sakelui
oplei	opgelei
handhaaf	handhawend
geskiedkundig	geskiedkundig
binnekoms	binnekoms
gesagsowerheid	gesagsowerheid
noem	genoem
betaal	betaal
mnr	mnr
dien	dien
verantwoordelikheid	verantwoordelikhede
gemeenskapslid	gemeenskapslid
Lumumba	Lumumba
departementeel	departementeel
goedkeur	goedgekeurde
onafhanklik	Onafhanklike
onderhou	onderhou
rentekoers	rentekoers
bespaar	bespaar
sertifikaat	sertifikate
toewys	toewys
regeringstelsel	regeringstelsels
tuisbladsy	tuisbladsy
China	China
bedrag	bedrag
pos	poste
rekord	rekords
voorsitter	voorsitter
studiemateriaal	studiemateriaal
aanbeveling	aanbeveling
krediteer	krediteer
beleidsriglyn	beleidsriglyne
algemeen	algemeen
byeenbring	byeenbring
menige	menige
skuif	skuiwe
tweede	Tweede
inbegrip	inbegrip
ooreenkom	ooreenkom
negatief	negatief
kommersieel	Kommersiële
ter	Ter
internetbankdiens	internetbankdiens
belastingverpligting	belastingverpligtinge
klagtedirektoraat	klagtedirektoraat
besoek	besoekte
invoerprotokol	invoerprotokol
lank-uitgesteld	lank-uitgestelde
groen	groen
onderhoudsondersoekbeampte	onderhoudsondersoekbeampte
apart	aparte
onnatuurlik	onnatuurlike
trou	getroud
!	!
assesseringstaak	assesseringstaak
enigiemand	enigiemand
mineraalverwerking	mineraalverwerking
invoervereiste	invoervereistes
verklaring	verklarings
item	items
gesprek	gesprek
inhoudstruktuur	inhoudstruktuur
interkultureel	interkulturele
spesifiek	spesifiek
toestemming	toestemming
mik	gemik
Dakar	Dakar
dienste-inligting	Dienste-inligting
ondubbelsinnig	ondubbelsinnig
tuisbring	tuisgebring
ontbinding	ontbinding
energiedoeltreffend	energiedoeltreffende
www.info.gov.za	www.info.gov.za
daar	daar
normaal	normaal
uitvoer	Uitvoerende
attestering	attestering
huishoudelik	huishoudelik
kuilvoer	kuilvoer
e-pos	e-pos
geslagsaak	Geslagsake
kode	Kodes
bestuurskantoor	bestuurskantoor
volhoubaarheid	volhoubaarheid
huur	gehuur
medikasie	medikasie
werksubsidie	werksubsidie
self	self
burgemeester	burgemeesters
24	24
stipuleer	stipuleer
Nobel-vredespryswenner	Nobel-vredespryswenner
Venda	Venda
vooraand	vooraand
werksomstandighede	werksomstandighede
opsigte	opsigte
kleurling-	kleurling-
bydra	bydraende
A	A
westelik	Westelike
skakel	Skakel
voorafgaan	voorafgaande
leefstylsiekte	leefstylsiekte
verrig	verrig
belangrik	Belangrik
beduidend	beduidend
verplig	verpligte
belanghebbende	belanghebbendes
dwarswind	dwarswinde
term	term
dagvaarding	dagvaarding
onderskei	onderskeidende
kapitaalbasis	kapitaalbasis
R-9	R-9
Administration	Administration
nie-rassisties	nie-rassistiese
handhaaf	handhaaf
werksaam	werksaam
dienstermyn	dienstermyn
veeartsenybeampte	veeartsenybeampte
tekortkoming	tekortkominge
vrou	vrouens
kapasiteit	kapasiteit
vennootskapsooreenkoms	vennootskapsooreenkoms
duld	duld
20ste	20ste
operasioneel	operasionele
toon	getoon
byeenkom	byeengekom
gevolg	gevolge
monsterneming	monsterneming
kies	kies
daarvan	daarvan
veemiddel	Veemiddels
verhoor	verhoor
R225	R225
volhoubaar	volhoubaar
vergelykbaar	vergelykbaar
eienskap	eienskap
hang	hang
Labuschagne	Labuschagne
opleidingsinstansie	opleidingsinstansie
regsoptrede	regsoptrede
uitrig	uitgerig
Sepedi	Sepedi
grondsaak	Grondsake
tree	Tree
assesseringstrategie	assesseringstrategie
afsluittyd	afsluittyd
optel	opgetel
diepseevisserybestuur	Diepseevisserybestuur
gemiddeld	gemiddeld
wetstoepassing	wetstoepassing
hervorming	hervorming
marien	marien
brandstofprys	brandstofpryse
magtiging	Magtiging
vol.	Vol.
toewy	toewy
www.sars.gov.za	www.sars.gov.za
voorkom	voorkom
staatkundig	Staatkundige
streekshoof	streekshoof
oorlogkamer	oorlogkamer
verklaring	Verklaring
kommunikeer	kommunikeer
koderingstelsel	koderingstelsel
ontslaan	ontslaan
verskeie	verskeie
plaag	plaag
haweoperateur	haweoperateur
ingewikkeld	ingewikkeld
vorderingskedule	vorderingskedule
standpunt	standpunt
daar	Daar
demonstreer	gedemonstreer
dryf	gedryf
ootmoed	ootmoed
jou	Jou
regsplig	regsplig
referent	referente
lewenskwaliteit	lewenskwaliteit
konsulêr	konsulêre
doeltreffend	doeltreffendste
voet	voete
verwagting	verwagtinge
onderhandel	onderhandel
oogmerk	oogmerk
onderskeibaar	onderskeibare
FIFA-wêreldsokkerbeker	FIFA-wêreldsokkerbeker
spoedpos	spoedpos
organisatories	organisatoriese
Afrika-Asië	Afrika-Asië
veerkragtig	veerkragtig
regspersoon	regspersoon
indruk	indruk
beweeg	beweeg
beskikbaar	beskikbaar
militêr	militêr
digitaal	digitaal
reël	gereël
inhoud	Inhoud
gemeenskap	Gemeenskap
Olimpies	Olimpiese
verbruikersdruk	verbruikersdruk
35	35
waartoe	waartoe
Iran	Iran
voedselaankoop	voedselaankoop
diensverskaffer	diensverskaffer
PDF-dokument	PDF-dokument
oplei	oplei
muur	muur
eenders	eenders
militêr	Militêre
strewe	strewe
16	16
sê	sê
rekreasiegrondslag	rekreasiegrondslag
regeringsetel	regeringsetel
terugfaks	terugfaks
kwalifiseer	gekwalifiseer
salaris	salarisse
oorplaas	oorplaas
lees	lees
regskommissie	Regskommissie
onwrikbaar	onwrikbaar
advokaat	advokate
huistaal	Huistaal
redeneer	redeneer
aanneming	Aannemings
aanmoedig	aanmoedig
gewoon	gewoon
spring	spring
tussentyds	tussentyds
vaardigheidsontwikkelingsprogram	Vaardigheidsontwikkelingsprogram
weersinwekkend	weersinwekkend
polisiebeampte	polisiebeamptes
jeugdiens	jeugdiens
voorsien	voorsien
aanhoor	aanhoor
vasstel	vasgestelde
toetsdoeleinde	toetsdoeleindes
oorkoepel	Oorkoepelende
Cynthia	Cynthia
geldigheid	geldigheid
noodsituasie	noodsituasie
addisioneel	Addisionele
waarna	waarna
besetting	Besetting
albei	Albei
regbank	Regbank
datum	datum
doeane	doeane-
ministerie	ministerie
oprol	oprol
onderliggend	onderliggende
korrektief	korrektief
Acquisition	Acquisition
deurlugtig	deurlugtige
besorgdheid	besorgdhede
misdaadsaak	misdaadsaak
gedrewenheid	gedrewenheid
totaal	totaal
veiligheidsindustrie	veiligheidsindustrie
vyftig	Vyftig
na	Na
emmerstelsel	emmerstelsel
inisiatief	Inisiatief
maar	Maar
voorafgaan	voorafgaan
reserveer	reserveer
as	as
Kongo	Kongo
kant	kant
besluitnemingsmaatreël	besluitnemingsmaatreël
baie	Meer
fokus	gefokus
entstof	Entstof
merk	merk
verandering	verandering
deurbring	deurbring
skrap	skrap
Nedbank	Nedbank
transformasie	transformasie
uiters	uiterste
variëteit	variëteit
ingevolge	Ingevolge
magtig	magtig
stadig	stadiger
afhandel	afhandel
Brian	Brian
apart	apart
goed	goed
energiepypleiding	energiepypleidings
werksgeleentheid	werksgeleentheid
sorgvuldig	sorgvuldig
dan	Dan
min	min
toepassing	toepassing
vergoedingsbedeling	vergoedingsbedeling
uitsettingsyfer	uitsettingsyfer
gratis	gratis
inhuldiging	inhuldiging
152	152
ongeveer	ongeveer
veeltaligheid	veeltaligheid
buiteskakel	buiteskakel
droom	droom
uitgaan	uitgaan
kragtig	kragtige
oudit	oudit
landboudoeleinde	landboudoeleindes
moord	moord
ontstaan	ontstaan
vaarwel	vaarwel
betref	betref
doodsertifikaat	doodsertifikaat
vereniging	vereniging
berekening	berekening
leerstruikelblok	leerstruikelblokke
slaag	geslaag
mynbedryf	mynbedryf
distrik	distrikte
duur	durende
huweliksluiting	huweliksluiting
verjaarsdaggeskenk	verjaarsdaggeskenk
leeruitkoms	leeruitkoms(te)
vangsstatistiek-dokument	vangsstatistiek-dokument
selde	selde
naby	naby
regeringsvlak	regeringsvlakke
binne	Binne
voldoen	voldoende
IT-stelsel	IT-stelsels
stig	gestig
omgewingskwessie	omgewingskwessie
egter	egter
sluit	Sluit
vordering	vordering
lesplan	lesplan
uitsettingsyfer	uitsettingsyfers
vergroot	vergroot
waarheen	waarheen
testament	testament
vertoon	vertoon
nedersetting	nedersetting
toestaan	toegestaan
5	5
rig	gerig
kritiek	Kritieke
nougeset	nougeset
duursaam	duursame
voorreg	voorreg
toepaslik	toepaslik
sekwestreer	sekwestreer
esteties	estetiese
verpligting	verpligting
onderskat	onderskat
assessering	Assessering
voortsetting	Voortsetting
Act	Act
inskrywing	inskrywings
aflaai	aflaai
familielid	familielid
beskermingsbevel	Beskermingsbevel
toernooi	toernooie
hok	hok
diens	diens
vooruitgang	vooruitgang
etlike	etlike
lewende	lewendes
ton	ton
grondwet	Grondwet
onverkort	onverkort
hipnotiseer	hipnotiseer
voorsieningsbeperking	voorsieningsbeperking
maatskappy	maatskappye
hoofrolspeler	hoofrolspelers
atleet	atlete
voorbereiding	voorbereidings
bemagtig	bemagtig
werk	Werke
mynbou	mynbou
akte	akte
vorm	vorm
invoer	ingevoer
SAID	SAID
flora	flora
kommunikatief	kommunikatiewe
daarop	daarop
stapel	stapel
reservering	reservering
Citizen	Citizen
gesondheidspersoneel	gesondheidspersoneel
navolging	navolging
ontwikkelaar	ontwikkelaar
verkry	verkry
soos	soos
10	10
omgewingsaak	Omgewingsake
waar	Waar
meester	meester
registrasiehouer	registrasiehouer
voortduur	voortduur
streng	streng
brandstofprys	brandstofprys
reguleringstelsel	reguleringstelsel
versameling	versameling
besin	besin
energiebron	energiebron
een	een
springbok	Springbokke
lank	lank
wyd	wye
CM2B	CM2B
sterf	sterf
spesifiseer	spesifiseer
sakeman	sakeman
voet	voet
wenner	wenner
verteenwoordiger	verteenwoordigers
komitee	komitees
huidig	huidige
besit	besit
bestuurswetenskap	Bestuurswetenskappe
skoolhoof	skoolhoof
meer	meer
mits	mits
visverwant	visverwante
ondersoek	ondersoek
dikwels	Dikwels
onvoorwaardelik	onvoorwaardelik
onderwys-	onderwys-
raamwerk	raamwerk
wie	Wie
fyngevoelig	fyngevoelig
verfyn	verfyn
staatsdepartement	staatsdepartemente
opdrag	opdrag
handelingsbevoegdheid	handelingsbevoegdheid
onsekerheid	onsekerheid
wysig	gewysig
Metrorail	Metrorail
stadig	stadige
straat	straat
versterking	versterking
administrasie	Administrasie
trots	trots
heel	heel
grondgebruik	Grondgebruik
bewerkstellig	bewerkstellig
malaria	malaria
befondsing	befondsing
geografies	geografiese
drukskrif	drukskrif
inhoud	inhoud
onverkort	Onverkorte
adres	adres
skip	skip
werk	werkende
trofee	trofee
afsien	afgesien
buitengewoon	buitengewoon
demokraties	demokratiese
tussenganger	tussenganger
professioneel	professionele
M	M
rekreasiedoeleinde	rekreasiedoeleindes
denke	denke
inskryf	inskryf
jy	jy
op	Op
klagteverslagvorm	klagteverslagvorm
polisiediens	polisiediens
kalium	kalium
volhou	volgehoue
besluit	beslote
grondstof	grondstowwe
Exchange	Exchange
betaaldatum	betaaldatums
Afrika-instelling	Afrika-instellings
onderwerp	onderwerpe
seël	seël
stuur	gestuur
tale-leerarea	Tale-leerarea
uitvoerdoeleinde	uitvoerdoeleindes
funksioneer	funksioneer
kommissaris	Kommissaris
aantal	aantal
manipuleer	gemanipuleer
onbepland	onbepland
voorwaarde	voorwaarde
kliëntesorgsentrum	kliëntesorgsentrum
bydrae	bydrae
vis	vis
rekreasie-invoerpermit	rekreasie-invoerpermit
internasionaal	internasionale
week	weke
afsluittyd	afsluittye
direkteur	direkteure
Oktober	Oktober
vrywilliger	vrywilliger
tegnologie	tegnologie
produktief	produktief
aflaai	afgelaai
besluit	Beslote
krag	krag
vergesel	vergesel
landbou-ontwikkeling	Landbou-ontwikkeling
moreel	moreel
Regulatory	Regulatory
grondlynassessering	grondlynassessering
onverantwoordelik	onverantwoordelik
ras	ras
waarby	waarby
tipies	tipiese
hoekom	Hoekom
omgewingsimpakevaluering	omgewingsimpakevaluering
regering-	regering-
rapport	rapport
teenoor	teenoor
alreeds	alreeds
aangaande	aangaande
aanbetref	aanbetref
prioriteitsvaardigheid	Prioriteitsvaardighede
tronkstraf	tronkstraf
leier	leiers
landdroskantoor	landdroskantore
vakature	vakatures
witgoed	witgoed
streeksonderneming	streeksondernemings
II-klag	II-klagte
man	man
ontwikkelingsplan	ontwikkelingsplan
ordentlik	ordentlik
invoer	ingevoerde
niemand	Niemand
sektormaatreël	sektormaatreëls
regeringsgebou	regeringsgeboue
inkomstebelasting	inkomstebelasting
pos	gepos
privaat	Privaat
gevolglik	gevolglik
aanbeveel	aanbeveel
registrasie	registrasie
landelik	landelike
staatsdienskommissie	staatsdienskommissie
uitnemend	Uitnemende
ouditvereiste	ouditvereiste
kontant	kontant
tandvis	tandvis
kritiek	kritiek
dat	dat
verlaag	verlaag
aanneem	aanneem
geruime	geruime
beskerm	beskerm
provinsie	Provinsies
gedurende	Gedurende
kabel	kabel
stempel	stempel
gee	gegee
Mpumalanga	Mpumalanga
burger	burger
modernisering	modernisering
professie	Professies
geletterd	geletterd
metode	Metodes
gekleurde	Gekleurde
statuut	statute
fotostaat	fotostaat
edition	edition
energiekampioen	Energiekampioene
toepas	toegepas
likwideer	gelikwideer
groot	Groter
roep	geroep
gesondheidsberoep	Gesondheidsberoepe
fase	fases
adverteer	adverteer
Suid-Afrikaans	Suid-Afrikaans
departement	Departement
bogenoemde	Bogenoemde
tuberkulose	tuberkulose
skouer	skouers
skool	skool
ooglopend	ooglopend
betrekking	betrekking
mevrou	mevrou
fauna	fauna
bejaarde	bejaardes
handtekening	handtekeninge
seksueel	seksueel
finansies	Finansies
natuurwetenskaplike	natuurwetenskaplike
diep	diepe
geweld	geweld
onderrigtaal	onderrigtaal
toekoms	toekoms
gesondheidsertifikaat	gesondheidsertifikaat
Persies	Persiese
baie	meeste
breë	breë
regeringshulpbron	regeringshulpbronne
sowat	sowat
huwelik	huwelik
mark	markte
angs	angs
08:00	08:00
maritiem	maritiem
2001	2001
belangrik	belangrike
jouself	jouself
monster	monsters
nooi	genooi
verkoopsagent	verkoopsagent
bankrekeningnommer	bankrekeningnommer
instelling	instellings
distrikskantoor	distrikskantoor
val	geval
hoogag	hooggeagte
Sasol	Sasol
graag	graag
verhandelbaar	verhandelbare
voorheen	voorheen
doelbewus	doelbewuste
breedte	breedte
toiletware	toiletware
agent	agent
fidusiêr	fidusiêre
kontinentaal	kontinentaal
lewenslank	lewenslank
ooit	ooit
verifieer	geverifieer
kernstrewe	kernstrewe
beraam	beraam
versoek	versoek
inspireer	inspireer
byvoordeel	byvoordeel
medium	medium
kultureel	kultureel
vaardigheidsontwikkelingsprogram	vaardigheidsontwikkelingsprogram
vandeesweek	vandeesweek
dusver	dusver
insluit	Ingesluit
tussenkomend	tussenkomend
mensereg	menseregte
korrek	korrekte
regmatig	regmatig
selfgeadresseerd	selfgeadresseerd
uitvoer	uitgevoer
aftrekking	aftrekking
vul	Vul
speler	speler
derdens	derdens
waarop	waarop
verjaarsdag	verjaarsdag
landdroshof	landdroshof
besoek	besoek
regeringstruktuur	regeringstruktuur
veldtog	veldtog
voordeel	voordeel
burgerskapstatus	burgerskapstatus
opbou	opgebou
vooruitstrewend	vooruitstrewende
sekwestrasie	sekwestrasie
akkommodasie	akkommodasie
gebruik	gebruike
assessor	assessor
woon-	woon-
National	National
diamantproduksie	diamantproduksie
optree	optree
intellektueel	intellektueel
sodanig	sodanige
doen	doen
plaasbewoner	plaasbewoner
werker	werkers
verteenwoordig	verteenwoordig
faktor	faktore
15h30	15h30
voortspruit	voortgespruit
kwitansie	kwitansies
wannneer	wannneer
insolvensiewet	Insolvensiewet
onderhoudsbedrag	onderhoudsbedrag
beurtkrag	beurtkrag
onderling	onderling
opvolg	opvolg
onregverdig	onregverdig
al	al
toewyding	toewyding
peil	peil
volwassene-opleidingsprogram	volwassene-opleidingsprogram
sone	sone
Februarie	Februarie
stand	stand
sterk	sterk
weet	geweet
kies	gekies
meet	gemeet
kwintiel	kwintiele
21	21
regeringsdienste-webtuiste	regeringsdienste-webtuiste
ooreenkomstig	ooreenkomstig
instem	ingestem
lewer	lewer
assessering-standaard	assessering-standaarde
elk	Elke
skuld	skuld
gevolglik	Gevolglik
blitsbusvervoerstelsel	blitsbusvervoerstelsel
aanstel	aanstel
nie-rassisties	nie-rassisties
nog	Nog
hoog	hoë
variëteitslys	variëteitslys
hulpmiddel	hulpmiddels
referent	referent
bron	bron
kontrak	kontrak
plaaslik	Plaaslike
verskil	verskil
meesterskantoor	Meesterskantoor
-liefhebber	-liefhebber
af	af
)	)
gee	gee
werksaamheid	werksaamheid
naasbestaande	naasbestaande
aansoekvereiste	aansoekvereistes
Tsjad	Tsjad
regeringsprogram	regeringsprogram
regter	regter
blootstelling	blootstelling
oor	oor
twispunt	twispunt
misdaadkategorie	misdaadkategorie
nagaan	nagegaan
polisieaanhouding	polisieaanhouding
en	én
besluitnemingsmaatreël	besluitnemingsmaatreëls
vrede	vrede
aanhouding	aanhouding
VICH	VICH
regeringsfeer	regeringsfere
faks	gefaks
voorspel	voorspel
geslag	geslag
uitvoer	uitvoerende
prioriteit	prioriteit
open	open
leed	leed
hierop	hierop
misdadiger	misdadiger
assessering-strategie	assessering-strategie
gas	gas
aktiwiteit	aktiwiteit
854	854
verwar	verwar
regeringsgebied	regeringsgebiede
aanvoer	aanvoer
Tourism	Tourism
detailleer	gedetailleerde
hersien	hersien
vind	gevind
aftrekking	aftrekkings
besorgdheid	besorgdheid
bevries	bevries
